1701144183, 0, 0
1701144367, 1, 1
1701144378, 1, 1
1701144389, 0, 1
1701144401, 1, 1
1701144412, 5, 1
1701144423, 2, 1
1701144434, 5, 1
1701144445, 0, 1
1701144469, 0, 0
1701144471, 0, 0
1701144473, 0, 0
1701144475, 0, 0
1701144477, 0, 0
1701144479, 1, 1
1701144479, 1, 1
1701144481, 1, 1
1701144481, 1, 1
1701144483, 1, 1
1701144483, 1, 1
1701144485, 1, 1
1701144485, 1, 1
1701144487, 3, 1
1701144487, 3, 1
1701144489, 3, 1
1701144489, 3, 1
1701144491, 0, 1
1701144491, 0, 1
1701144493, 2, 1
1701144493, 2, 1
1701144495, 5, 1
1701144495, 5, 1
1701144497, 5, 1
1701144497, 5, 1
1701144499, 1, 1
1701144499, 1, 1
1701144501, 0, 1
1701144501, 0, 1
1701144503, 3, 1
1701144503, 3, 1
1701144505, 5, 1
1701144505, 5, 1
1701144507, 5, 1
1701144507, 5, 1
1701144509, 2, 1
1701144509, 2, 1
1701144511, 1, 1
1701144511, 1, 1
1701144513, 1, 1
1701144513, 1, 1
1701144515, 2, 1
1701144515, 2, 1
1701144517, 1, 1
1701144518, 1, 1
1701144519, 0, 1
1701144520, 0, 1
1701144521, 4, 1
1701144522, 5, 1
1701144523, 5, 1
1701144524, 5, 1
1701144526, 5, 1
1701144526, 5, 1
1701144528, 5, 1
1701144528, 5, 1
1701144530, 3, 1
1701144530, 3, 1
1701144532, 1, 1
1701144532, 1, 1
1701144534, 0, 1
1701144534, 0, 1
1701144536, 3, 1
1701144536, 3, 1
1701144538, 5, 1
1701144538, 5, 1
1701144540, 5, 1
1701144540, 5, 1
1701144542, 4, 1
1701144542, 4, 1
1701144544, 3, 1
1701144544, 2, 1
1701144546, 2, 1
1701144546, 2, 1
1701144548, 2, 1
1701144548, 2, 1
1701144550, 1, 1
1701144550, 2, 1
1701144552, 1, 1
1701144552, 1, 1
1701144554, 0, 1
1701144554, 0, 1
1701144556, 2, 1
1701144556, 2, 1
1701144558, 5, 1
1701144558, 5, 1
1701144560, 5, 1
1701144560, 5, 1
1701144562, 5, 1
1701144562, 5, 1
1701144564, 2, 1
1701144564, 2, 1
1701144566, 1, 1
1701144566, 1, 1
1701144568, 1, 1
1701144568, 1, 1
1701144570, 4, 1
1701144570, 4, 1
1701144572, 4, 1
1701144572, 4, 1
1701144574, 1, 1
1701144574, 1, 1
1701144576, 1, 1
1701144576, 0, 1
